poslist[key],profane,profane-when-combined,unsafe,unsafe-when-combined,entity,negation
teen/NN first/JJ time/NN,1.3,0,0,0,0,0
teen/NN sex/NN,0,0,1.8,0,0,0
teencum/NN,1.8,0,0,0,0,0
teenmodel/NN,1.5,0,0,0,0,0
testicle/NN,0,0,1.1,0,0,0
the/DT sex/NN mall/NN,0,0,1.8,0,0,0
think/VB SBJ$ shit/NN does/VBZ n't/RB stink/VB,1.2,0,0,0,0,0
threesome/NN,0,0,1.5,0,0,0
threeway/NN sex/NN,1.7,0,0,0,0,0
throbbing/VBG rod/NN,1.5,0,0,0,0,0
thumbnailed/JJ erotic/JJ,1.8,0,0,0,0,0
thumbnailed/VBN,1.8,0,0,0,0,0
tick/VB PRT off/RP,1.4,0,0,0,0,0
tickle/VB SBJ$ ball/NN,1.6,0,0,0,0,0
tie/VB and/CC fucked/JJ,1.7,0,0,0,0,0
tight/JJ,0,0.5,0,0,0,0
till/IN SBJ$ balls/NN be/VB dry/JJ,1.8,0,0,0,0,0
till/IN SBJ$ balls/NN go/VB dry/JJ,1.8,0,0,0,0,0
tit/NN,1.8,0,0,0,0,0
tit/NN man/NN,1.8,0,0,0,0,0
tits/NNS,0,0,0,0,0,0
tittie/NN,1.8,0,0,0,0,0
titties/NNS,1.4,0,0,0,0,0
titty/JJ,1.8,0,0,0,0,0
titty/JJ sucker/NN,1.4,0,0,0,0,0
to/TO dick/VB,1.8,0,0,0,0,0
to/TO screw/NN,0,0.5,0,0,0,0
to/TO suck/VB,0,0.5,0,0,0,0
toe/NN jam/NN,1.4,0,0,0,0,0
toilet/NN cam/NN,1.8,0,0,0,0,0
toilet/NN humiliation/NN,1.6,0,0,0,0,0
toilet/NN sex/NN,1.8,0,0,0,0,0
toiletcam/NN,1.8,0,0,0,0,0
toilet-cam/NN,1.8,0,0,0,0,0
toiletsex/NN,1.8,0,0,0,0,0
toilet-sex/NN,1.8,0,0,0,0,0
tongue/NN bath/NN,1.7,0,0,0,0,0
tool/NN,0,0.5,0,0,0,0
toon/NN erotica/NN,0,0,1.8,0,0,0
top/JJ adult/NN site/NN,0,0,1.5,0,0,0
top/JJ heavy/JJ babe/NN,1.6,0,0,0,0,0
topless/JJ,0,0,1.5,0,0,0
topless/JJ amateur/NN,0,0,1.5,0,0,0
topless/JJ nude/NN,0,0,1.6,0,0,0
topless/JJ photo/NN,0,0,1.8,0,0,0
topless/JJ pic/NN,0,0,1.8,0,0,0
topless/JJ teen/NN,0,0,1.5,0,0,0
torture/NN sex/NN,0,0,1.6,0,0,0
tortured/JJ pussy/NN,1.5,0,0,0,0,0
tosser/VB,1.4,0,0,0,0,0
totally/RB nude/JJ,1.6,0,0,0,0,0
tough/JJ shit/NN,1.4,0,0,0,0,0
tour/NN free/JJ fetish/NN,1.4,0,0,0,0,0
tour/NN free/JJ slut/NN,1.4,0,0,0,0,0
tramp/NN,1.4,0,0,0,0,0
tranny/JJ heaven/NN,1.6,0,0,0,0,0
tranny/JJ sex/NN,1.6,0,0,0,0,0
tranny/NN,1.8,0,0,0,0,0
transexual/JJ encounter/NN,0,0,1.6,0,0,0
transgender/NN,0,0,1.2,0,0,0
transsexual/NN,0,0,1.2,0,0,0
transvestite/NN,0,0,1.2,0,0,0
triple/JJ penetration/NN,0,0,1.8,0,0,0
turd/JJ eating/NN,1.8,0,0,0,0,0
turd/NN munching/NN,1.8,0,0,0,0,0
twat/IN loving/VBG,1.8,0,0,0,0,0
twat/JJ eater/NN,1.8,0,0,0,0,0
twat/JJ eating/NN,1.8,0,0,0,0,0
twat/JJ licking/NN,1.8,0,0,0,0,0
twat/JJ pounder/NN,1.8,0,0,0,0,0
twat/JJ pounding/NN,1.8,0,0,0,0,0
twat/JJ sucking/NN,1.8,0,0,0,0,0
twat/NN,1.8,0,0,0,0,0
underage/NN lolita/NN,0,0,1.8,0,0,0
underground/JJ archive/NN,0,0,1.3,0,0,0
underground/JJ rape/NN,0,0,1.5,0,0,0
unfaithful/JJ .com/NN,0,0,1.8,0,0,0
unique/JJ nude/NN,0,0,1.7,0,0,0
unseen/JJ teen/NN,0,0,1.4,0,0,0
up/IN shit/NN creek/NN without/IN a/DT paddle/NN,1.2,0,0,0,0,0
up/RB shit/NN creek/NN,1.2,0,0,0,0,0
up/RP the/DT butt/NN,1.4,0,0,0,0,0
upskirt/NN,1.7,0,0,0,0,0
urophile/NN,1.1,0,0,0,0,0
vagina/NN,0,0,0.5,0,0,0
valuesex/NN,1.7,0,0,0,0,0
venereal/NN,0,0,0.5,0,0,0
vertical/JJ taco/NN,1.4,0,0,0,0,0
vibrator/NN,0,0.5,0,0,0,0
video/NN,0,0.2,0,0,0,0
virgin/NN,0,0.5,0,0,0,0
virginity/NN,0,0.5,0,0,0,0
vitrator/NN,1.4,0,0,0,0,0
voyeur/NN,0,0,0.5,0,0,0
voyeur/NN cam/NN,0,0,1.8,0,0,0
voyeur/NN dorm/NN,0,0,1.8,0,0,0
voyeur/NN ezine/NN,0,0,1.2,0,0,0
voyeurcam/NN,0,0,1.8,0,0,0
voyuer/NN dorm/NN,0,0,1.8,0,0,0
vulgar/NN,0,0,0.3,0,0,0
vulva/NN,0,0,0.5,0,0,0
wang/NN,0,0.5,0,0,0,0
wank/NN,1.3,0,0,0,0,0
wank/NN on/IN,1.4,0,0,0,0,0
wank/NN with/IN,1.3,0,0,0,0,0
wank/VB all/DT over/IN,1.6,0,0,0,0,0
wank/VB PRT off/RP,1.2,0,0,0,0,0
wanker/NN,1.1,0,0,0,0,0
wanking/NN,1.2,0,0,0,0,0
watch/VB SBJ strip/VB,0,0,1.4,0,0,0
watch/VB SBJ$ girl/NN,0,0,1.3,0,0,0
watch/VB SBJ$ strip/NN,0,0,1.4,0,0,0
weat/NN back/RB,1.4,0,0,0,0,0
webcam/NN girl/NN,0,0,1.3,0,0,0
web-cam/NN girl/NN,0,0,1.3,0,0,0
well/RB hung/VBD,1.7,0,0,0,0,0
wet/JJ action/NN,0,0,1.8,0,0,0
wet/JJ spot/NN,1.2,0,0,0,0,0
wet/JJ young/JJ,1.6,0,0,0,0,0
wet/NN facial/NN,1.7,0,0,0,0,0
wet/NN hole/NN,1.9,0,0,0,0,0
wet/NN n/NN wild/JJ,1.5,0,0,0,0,0
wet/NN panty/NN,1.5,0,0,0,0,0
wet/NN pussy/NN,1.4,0,0,0,0,0
wet/NN tshirt/NN,1.2,0,0,0,0,0
wet/NN t-shirt/NN,1.2,0,0,0,0,0
wetback/NN,1.4,0,0,0,0,0
wetdream/NN,0.5,0,0,0,0,0
wetpussy/NN,1.5,0,0,0,0,0
wh0re/JJ fetish/JJ,1.3,0,0,0,0,0
wh0re/NN,1.3,0,0,0,0,0
whack/VB PRT off/RP,1.6,0,0,0,0,0
when/WRB the/DT shit/NN hit/VB the/DT fan/NN,1.2,0,0,0,0,0
whip/VB SBJ$ turkey/NN,1.5,0,0,0,0,0
whips/NNS and/CC chains/NNS,1.3,0,0,0,0,0
white/JJ supremacy/NN,0,0,1.25,0,0,0
whitey/NN,1.25,0,0,0,0,0
whore/JJ dog/NN,1.4,0,0,0,0,0
whore/NN,1.3,0,0,0,0,0
whore/NN cam/NN,1.8,0,0,0,0,0
whorehouse/NN,1.2,0,0,0,0,0
whoring/NN,1.1,0,0,0,0,0
wigger/NN,1.25,0,0,0,0,0
woman/NN strip/NN,0,0,1.8,0,0,0
wop/NN,1.4,0,0,0,0,0
wops/NNS,1.25,0,0,0,0,0
x/JJ rated/VBN,0,0,1.2,0,0,0
x-entertainment/NN,0,0,1.4,0,0,0
xrated/VBN,0,0,1.2,0,0,0
xxx/NN,0,0,1.2,0,0,0
yellow/JJ rat/NN bastard/NN,1.4,0,0,0,0,0
young/JJ and/CC tight/JJ,1.6,0,0,0,0,0
young/JJ flesh/NN,1.3,0,0,0,0,0
young/JJ girl/NN,0,0,0,0.5,0,0
young/JJ lesbian/JJ lovers/NNS,0,0,1.8,0,0,0
young/JJ lolita/NN,0,0,1.5,0,0,0
young/JJ lolita/NN sexual/JJ,0,0,1.5,0,0,0
young/JJ model/NN,0,0,1.4,0,0,0
young/JJ nasty/JJ teen/NN,0,0,1.8,0,0,0
young/JJ nude/NN,0,0,1.4,0,0,0
young/JJ nympho/NNS,0,0,1.8,0,0,0
young/JJ pic/NN,0,0,1.3,0,0,0
young/JJ virgin/NN,0,0,1.8,0,0,0
youngest/JJS lolita/NN,1.8,0,0,0,0,0
youngest/JJS teen/NN,1.8,0,0,0,0,0
zoo/NN beastiality/NN,1.8,0,0,0,0,0
zoo/NN love/NN,1.3,0,0,0,0,0
zoo/NN passion/NN,1.5,0,0,0,0,0
zoo/NN sex/NN,1.8,0,0,0,0,0
